"","hhinc","X_30a","X_31b","X_26a","X_25c","X_32b","X_24a","condition_wall","condition_floors","condition_windows","condition_stairways","X_35a","X_38a"
"158",33714,700,553,0,0,0,4,4,2,2,0,3,3
"159",42000,550,550,0,0,0,4,4,2,2,0,0,0
"160",36000,582,582,0,0,0,3,4,2,2,0,0,3
"161",8200,450,99998,0,0,0,4,0,2,2,2,0,0
"162",30000,496,99998,0,0,0,4,4,2,2,2,0,0
"163",12216,645,62,0,0,0,4,0,2,2,2,3,0
"164",4896,590,590,0,0,0,5,4,2,2,2,3,0
"165",999999,495,495,0,0,0,4,4,2,2,2,0,0
"166",7044,119,119,0,0,0,4,0,2,2,2,3,3
"167",22752,230,230,0,0,0,4,2,2,2,2,3,3
"168",3924,1394,108,0,0,0,4,0,2,2,2,3,3
"169",30440,495,495,0,0,0,4,0,2,2,2,3,3
"170",7044,173,173,0,0,0,4,2,2,2,2,3,0
"171",24150,495,495,0,0,0,4,0,2,2,2,0,3
"172",23000,681,681,0,0,0,4,0,2,2,0,3,3
"173",6900,215,215,0,0,0,3,4,2,2,2,0,0
"174",7000,164,164,0,0,0,4,4,2,2,0,0,0
"175",13000,336,336,0,0,0,4,4,2,2,0,0,0
"176",3852,176,176,0,0,0,4,4,2,2,2,0,3
"177",6288,176,176,0,0,0,4,4,2,2,2,0,0
"178",9600,176,176,0,0,0,4,4,2,2,2,0,0
"179",9704,375,99998,0,0,0,5,0,2,2,2,0,0
"180",13000,250,99998,0,0,0,2,4,2,2,2,0,0
"181",12876,349,0,0,0,0,6,2,2,2,2,3,0
"182",4560,286,0,0,0,0,3,4,2,2,2,0,0
"183",14204,397,397,0,0,0,5,4,2,2,2,3,0
"184",11386,625,99998,0,0,0,4,0,2,2,2,0,0
"185",36660,445,445,0,0,0,4,4,2,2,2,0,0
"186",999999,760,700,0,0,0,5,4,2,2,2,0,0
"187",24000,649,649,0,0,0,5,4,2,2,2,0,0
"188",67000,99999,99999,0,0,0,6,2,2,2,2,3,0
"189",85000,99999,99999,0,0,0,6,0,2,2,2,0,0
"190",4000,120,120,0,0,0,5,4,2,2,0,0,0
"191",66000,99999,99999,0,0,0,6,4,2,2,2,0,0
"192",64400,99999,99999,0,0,0,5,4,0,2,2,3,0
"193",50000,400,400,0,0,0,5,4,2,2,2,3,0
"194",14548,443,0,0,0,0,4,2,2,2,2,3,0
"195",14872,447,447,0,0,0,4,4,2,2,2,0,3
"196",8112,436,436,0,0,0,2,4,2,2,2,0,0
"197",999999,475,99998,0,0,0,3,0,2,2,4,0,0
"198",25000,220,220,0,0,0,3,4,2,2,2,0,0
"199",26000,1200,63,0,0,0,6,4,2,2,2,0,0
"200",7004,1621,214,0,0,0,5,4,2,2,2,3,0
"201",38900,785,785,0,0,0,5,4,2,2,2,3,3
"202",68000,300,300,0,0,0,4,4,2,2,2,0,0
"203",78000,99999,99999,0,0,0,6,4,2,2,2,0,0
"204",4000,800,800,0,0,0,6,4,2,2,2,0,0
"205",4062,472,0,0,0,0,4,4,2,2,2,0,0
"206",39043,472,472,0,0,0,4,4,2,2,2,0,0
"207",23800,525,525,0,0,0,5,2,2,2,2,0,3
"208",25744,525,43,0,0,0,5,4,2,2,2,0,0
"209",45000,500,99998,0,0,0,4,0,2,2,2,0,0
"210",62000,99999,99999,0,0,0,4,0,2,2,2,0,0
"211",42000,500,99998,0,0,0,4,4,2,2,2,0,0
"212",7050,465,165,0,0,0,4,4,2,2,2,3,0
"213",22000,550,550,0,0,0,5,0,2,2,2,0,0
"214",28000,550,99998,0,0,0,3,0,2,2,2,0,0
"215",3400,465,110,0,0,0,4,4,2,2,2,0,0
"216",24500,300,99998,0,0,0,5,0,2,2,2,0,0
"217",7000,300,300,0,0,0,1,4,2,2,2,0,0
"218",5000,185,99998,0,0,0,3,0,2,2,2,0,0
"219",4000,250,99998,0,0,0,3,0,2,2,2,0,0
"220",999999,850,850,0,0,0,5,4,2,2,2,3,0
"221",13000,302,302,0,0,0,2,4,2,2,2,0,0
"222",12624,210,210,0,0,0,2,4,2,2,2,0,0
"223",8070,136,136,0,0,0,3,4,2,2,2,0,0
"224",8444,133,133,0,0,0,3,4,2,2,2,0,0
"225",50000,600,600,0,0,0,4,2,2,2,2,0,3
"226",6720,159,159,0,0,0,3,2,2,2,2,0,3
"227",65000,561,561,0,0,0,3,4,2,2,2,0,0
"228",25000,560,560,0,0,0,3,0,2,2,2,0,0
"229",23280,556,556,0,0,0,4,4,2,2,2,3,0
"230",6000,625,99998,0,0,0,5,0,2,2,2,0,0
"231",999999,430,430,0,0,0,5,4,2,2,2,0,0
"232",113400,505,505,0,0,0,5,0,2,2,2,3,0
"233",11440,500,500,0,0,0,3,0,2,2,2,0,0
"234",11230,468,468,0,0,0,3,2,2,2,2,0,0
"235",11580,425,425,0,0,0,2,4,2,2,2,3,0
"236",55000,650,650,0,0,0,3,0,2,2,2,0,0
"237",25000,185,99998,0,0,0,4,0,2,2,0,0,0
"238",999999,550,0,0,0,0,3,0,2,2,2,3,0
"239",27000,602,316,0,0,0,3,4,2,2,2,3,0
"240",1800,585,335,0,0,0,3,0,2,2,2,3,3
"241",13500,375,375,0,0,0,4,4,2,2,0,3,0
"242",28000,408,408,0,0,0,4,4,2,2,0,3,0
"243",44276,198,99998,0,0,0,5,0,2,2,0,0,0
"244",2436,166,166,0,0,0,4,2,2,2,0,0,0
"245",23440,600,465,0,0,0,4,4,2,2,2,0,0
"246",999999,588,8,0,0,0,3,0,2,2,2,3,0
"247",24000,400,400,0,0,0,4,4,2,2,2,0,0
"248",34624,192,192,0,0,0,5,4,2,2,2,3,0
"249",35000,530,530,0,0,0,5,4,2,2,2,3,0
"250",14544,214,214,0,0,0,2,4,2,2,2,0,0
"251",4272,250,0,0,0,0,4,4,2,2,2,3,0
"252",7800,349,300,0,0,0,4,2,2,2,2,3,3
"253",999999,255,255,0,0,0,3,2,2,2,2,0,0
"254",4536,270,270,0,0,0,3,4,2,2,2,0,0
"255",3600,525,0,0,0,0,3,4,2,2,2,0,3
"256",17160,560,99998,0,0,0,3,0,2,2,2,0,0
"257",18000,542,542,0,0,0,3,4,2,2,2,3,0
"258",50000,620,99998,0,0,0,4,0,2,2,2,0,0
"259",13640,111,111,0,0,0,4,4,2,4,2,0,0
"260",4000,130,130,0,0,0,4,4,2,4,2,0,0
"261",41712,520,20,0,0,0,5,4,2,2,2,3,3
"262",26200,564,564,0,0,2,4,4,2,2,2,3,0
"263",4200,515,99998,0,0,0,3,0,2,2,2,0,0
"264",44000,650,99998,0,0,0,4,0,2,2,2,0,0
"265",25000,550,99998,0,0,0,3,0,2,2,2,0,0
"266",7500,131,131,0,0,0,5,4,2,2,2,0,0
"267",4500,320,99998,0,0,0,4,0,2,2,2,0,0
"268",7700,595,99998,0,0,0,5,0,2,2,2,0,0
"269",20671,372,372,0,0,0,4,4,2,2,2,3,0
"270",63000,175,99998,0,0,0,3,4,2,2,2,0,0
"271",17900,685,9,0,0,0,4,4,2,2,2,0,3
"272",3237,140,80,0,0,0,4,4,2,2,2,0,0
"273",6676,153,153,0,0,0,5,0,2,2,0,0,3
"274",11740,247,247,0,0,0,3,4,2,2,2,0,0
"275",8000,185,185,0,0,0,4,4,2,2,2,0,0
"276",5496,349,0,0,0,0,6,0,2,2,2,3,0
"277",8040,900,200,0,0,0,5,2,2,2,2,0,3
"278",1404,806,250,0,0,0,4,4,2,2,2,3,0
"279",7000,164,164,0,0,0,1,0,2,2,2,0,0
"280",48000,850,850,0,0,0,5,4,2,2,2,0,0
"281",50000,999,205,0,0,0,5,4,2,2,2,0,0
"282",46490,1000,236,0,0,0,5,4,2,2,2,0,0
"283",14400,899,175,0,0,0,5,4,2,2,2,3,0
"284",44000,635,635,0,0,0,4,0,2,2,2,3,0
"285",999999,630,99998,0,0,0,4,0,2,2,2,0,0
"286",12780,609,191,0,0,0,4,4,2,2,2,0,0
"287",20000,560,560,0,0,0,3,0,2,2,2,3,3
"288",3720,598,0,0,0,0,3,2,2,2,2,3,3
"289",7216,99999,99999,0,0,0,4,4,2,2,2,3,3
"290",999999,99999,99999,0,0,2,4,4,2,2,2,0,3
"291",999999,101,99998,0,0,0,5,0,2,2,2,0,0
"292",26000,525,99998,0,0,0,5,0,2,2,2,0,0
"293",17200,444,444,0,0,0,4,4,2,2,0,0,0
"294",34000,549,549,0,0,0,5,0,2,2,2,3,3
"295",13904,550,0,0,0,0,3,4,2,2,2,3,0
"296",21000,600,99998,0,0,0,3,0,2,2,2,0,0
"297",999999,800,99998,0,0,0,4,0,2,2,2,0,0
"298",29000,800,99998,0,0,0,4,0,2,2,2,0,0
"299",6440,338,0,0,0,0,5,4,2,2,2,0,0
"300",10524,286,286,0,0,0,5,2,2,2,2,0,0
"301",4248,349,99998,0,0,0,3,0,2,2,2,0,0
"302",29000,500,500,0,0,0,4,2,2,2,2,0,0
"303",999999,600,600,0,0,0,3,4,2,2,2,0,0
"304",7284,420,112,0,0,0,4,2,2,2,2,3,0
"305",999999,821,0,0,0,0,4,4,2,2,2,0,0
"306",8256,600,600,0,0,0,3,4,2,2,2,3,0
"307",22880,535,535,0,0,0,4,4,2,2,2,3,0
"308",12480,490,490,0,0,0,3,4,2,2,2,3,0
"309",28800,525,99998,0,0,0,3,0,2,2,2,0,0
"310",80000,572,572,0,0,0,4,4,2,2,2,3,0
"311",999999,482,99998,0,0,0,1,0,2,2,2,0,0
"312",7732,482,99998,0,0,0,1,0,2,2,2,0,0
"313",8136,600,385,0,0,0,4,4,2,2,2,0,0
"314",8665,334,334,0,0,0,4,4,2,2,2,3,0
"315",41600,596,596,0,0,0,4,4,2,2,2,0,0
"316",4488,517,206,0,0,0,5,4,2,2,2,0,0
"317",999999,350,128,0,0,0,1,4,2,2,2,0,0
"318",11254,500,139,0,0,0,3,4,2,2,2,0,0
"319",4000,185,185,0,0,0,3,4,2,2,2,0,0
"320",8070,133,99998,0,0,0,3,0,2,2,2,0,0
"321",6588,169,169,0,0,0,3,4,2,2,2,0,0
"322",2772,137,137,0,0,0,4,4,2,2,2,3,0
"323",28000,619,619,0,0,0,5,4,2,2,2,0,0
"324",12132,153,0,0,0,0,5,0,2,2,0,3,0
"325",34132,1445,189,0,0,0,4,4,2,2,2,3,0
"326",2616,730,213,0,0,0,4,4,2,2,2,3,3
"327",13000,288,288,0,0,0,4,0,2,2,2,0,3
"328",19000,495,195,0,0,0,4,2,2,2,2,0,0
"329",15000,772,99998,0,0,0,6,0,2,2,2,0,0
"330",999999,337,0,0,0,0,5,4,2,2,2,0,0
"331",999999,600,184,0,0,0,3,4,2,2,2,0,0
"332",7100,590,175,0,0,0,3,4,2,2,2,0,0
"333",12000,130,130,0,0,0,5,4,0,2,0,0,3
"334",78991,660,660,0,0,0,6,4,0,2,0,0,0
"335",1404,1076,82,0,0,0,4,0,2,2,2,3,3
"336",20000,460,460,0,0,0,4,4,2,2,2,3,0
"337",6424,360,360,0,0,0,3,4,2,2,2,3,0
"338",18200,660,660,0,0,0,4,4,2,2,2,3,3
"339",3860,980,161,0,0,0,5,4,2,2,2,3,0
"340",7000,446,446,0,0,0,3,4,2,2,2,3,0
"341",2930,471,100,0,0,0,3,4,2,2,2,3,0
"342",6564,399,399,0,0,0,3,4,2,2,2,3,0
"343",9774,117,0,0,0,0,3,4,2,2,2,0,0
"344",35000,117,0,0,0,0,3,4,2,2,2,0,0
"345",14640,153,0,0,0,0,5,4,2,2,0,3,0
"346",999999,550,99998,0,0,0,3,0,0,0,0,0,0
"347",45000,325,325,0,0,0,3,0,0,2,0,0,0
"348",8600,425,425,0,0,0,3,0,0,2,0,0,0
"349",13992,531,531,0,0,0,3,4,2,2,2,0,0
"350",70000,720,99998,0,0,0,1,0,2,2,0,0,0
"351",32000,650,650,0,0,0,3,4,2,2,2,0,0
"352",22816,501,501,0,0,0,3,4,2,2,2,0,0
"353",18000,560,560,0,0,0,5,0,2,2,2,3,3
"354",3480,1100,44,0,0,0,3,0,2,2,2,0,0
"355",76600,750,750,0,0,0,4,4,2,2,2,3,0
"356",4272,1050,0,0,0,0,5,2,2,2,2,3,0
"357",14915,495,495,0,0,0,3,2,2,2,2,3,3
"358",22000,325,325,0,0,0,4,2,2,2,2,0,0
"359",27000,350,350,0,0,0,3,4,2,2,2,0,0
"360",7124,200,100,0,0,0,4,4,2,2,2,0,0
"361",6200,170,170,0,0,0,3,0,2,2,2,0,0
"362",8760,174,0,0,0,0,4,2,2,2,2,0,0
"363",9500,336,0,0,0,2,5,4,2,2,2,0,3
"364",31000,263,263,0,0,0,5,0,2,2,2,0,3
"365",11788,173,173,0,0,0,4,4,2,2,2,3,0
"366",5040,215,215,0,0,0,4,4,2,2,2,0,0
"367",19000,265,265,0,0,0,5,4,2,2,2,3,0
"368",20000,421,421,0,0,0,3,4,2,2,2,0,0
"369",5208,137,137,0,0,0,4,4,2,2,2,0,0
"370",13820,280,280,0,0,0,5,4,2,2,2,0,0
"371",6960,164,164,0,0,0,4,4,2,2,2,0,0
"372",44300,320,99998,0,0,0,4,4,2,2,2,0,0
"373",27000,619,619,0,0,0,5,4,2,2,2,0,0
"374",1700,137,0,0,0,0,4,0,2,2,2,0,0
"375",14500,225,225,0,0,0,3,4,2,2,2,0,0
"376",13634,162,81,0,0,0,6,0,2,2,2,3,3
"377",7175,170,170,0,0,0,3,4,2,2,0,0,0
"378",6800,151,151,0,0,0,3,4,2,2,0,3,0
"379",5500,339,334,0,0,0,5,4,2,2,2,0,3
"380",7165,153,0,0,0,0,5,2,2,2,2,3,0
"381",7050,400,400,0,0,0,4,4,2,2,2,0,0
"382",12000,374,374,0,0,0,4,4,2,2,2,0,0
"383",6804,432,432,0,0,0,5,0,2,2,2,3,3
"384",28000,750,750,0,0,0,5,4,2,2,2,0,3
"385",30000,99999,99999,0,0,0,3,2,2,2,2,0,0
"386",29000,590,175,0,0,0,3,2,2,2,2,3,0
"387",48000,99999,99999,0,0,0,6,4,2,2,2,0,0
"388",18000,99999,99999,0,0,2,5,4,2,2,2,3,0
"389",16800,99999,99999,0,0,0,3,4,2,2,2,0,0
"390",11400,99999,99999,0,0,0,5,4,2,2,2,0,0
"391",9600,99999,99999,0,0,0,3,4,2,2,2,0,0
"392",38000,99999,99999,0,0,0,5,4,2,2,2,0,0
"393",7560,99999,99999,0,0,0,4,4,2,2,2,0,0
"394",10000,99999,99999,0,0,0,2,2,2,2,2,0,0
"395",28000,570,543,0,0,2,4,0,2,2,2,0,0
"396",23000,580,580,0,0,0,3,2,2,2,2,0,3
"397",27600,550,99998,0,0,0,3,0,2,2,2,0,0
"398",17056,589,589,0,0,0,4,4,2,2,2,0,0
"399",8688,146,146,0,0,0,3,2,2,2,2,0,0
"400",14800,561,561,0,0,0,3,4,4,2,2,3,3
"401",8875,643,104,0,0,0,5,4,2,2,2,3,3
"402",1620,595,145,0,0,0,3,2,2,2,2,0,0
"403",7800,120,120,0,0,2,3,0,2,2,2,3,3
"404",3820,215,0,0,0,0,3,4,2,2,2,0,3
"405",30000,250,0,0,0,0,3,4,2,2,2,0,3
"406",26220,227,227,0,0,0,3,4,2,2,2,3,0
"407",14440,750,750,0,0,0,2,4,2,2,2,0,0
"408",39000,900,900,0,0,0,3,0,2,2,2,0,0
"409",37000,625,625,0,0,0,3,4,2,2,2,0,0
"410",6960,456,9,0,0,0,2,4,2,2,2,0,0
"411",4248,543,23,0,0,0,4,4,2,2,2,3,3
"412",15000,456,230,0,0,0,3,4,2,2,2,3,3
"413",6000,531,531,0,0,0,3,4,2,2,2,0,0
"414",18000,800,800,0,0,0,6,2,2,2,2,3,3
"415",21000,1072,462,0,0,0,6,4,2,2,2,3,0
"416",44000,515,515,0,0,0,4,0,2,2,2,3,3
"417",40000,750,750,0,0,2,5,6,2,2,2,3,3
"418",999999,480,99998,0,0,0,3,0,2,2,2,0,0
"419",6960,443,443,0,0,0,3,4,2,2,2,0,0
"420",7560,1127,0,0,0,0,5,6,2,2,2,0,0
"421",21000,1127,0,0,0,0,5,4,2,2,2,3,3
"422",7044,174,174,0,0,0,1,6,2,2,2,0,0
"423",999999,804,16,0,0,0,5,2,2,2,2,0,0
"424",999999,600,600,0,0,0,4,4,2,2,2,0,0
"425",50000,600,99998,0,0,0,4,0,2,2,2,0,0
"426",20200,585,585,0,0,0,3,0,2,2,2,3,3
"427",999999,548,548,0,0,0,3,4,2,2,2,3,0
"428",9800,525,525,0,0,2,3,4,2,2,2,3,3
"429",69500,640,640,0,0,0,3,4,2,2,2,3,0
"430",10224,450,450,0,0,0,1,2,2,2,2,0,3
"431",26832,700,700,0,0,0,3,4,2,2,2,0,0
"432",10000,584,584,0,0,0,3,4,2,2,2,0,0
"433",8150,627,79,0,0,0,3,4,2,2,2,0,0
"434",61000,400,99998,0,0,0,4,0,2,2,2,0,0
"435",475,732,234,0,0,0,3,2,2,2,2,3,3
"436",8400,233,233,0,0,0,4,2,2,2,2,0,3
"437",6960,599,112,0,0,0,3,2,2,2,2,3,0
"438",34100,99999,99999,0,0,0,5,4,2,2,2,0,0
"439",11000,1076,82,0,0,0,6,0,2,2,2,3,3
"440",35797,700,300,0,0,0,5,2,2,2,2,0,3
"441",58900,475,475,0,0,0,6,4,2,2,2,0,0
"442",12000,395,395,0,0,0,3,4,2,2,2,0,0
"443",26000,526,526,0,0,0,3,0,2,2,2,0,0
"444",59436,465,465,0,0,0,4,0,2,2,2,0,3
"445",29270,500,99998,0,0,0,4,0,2,2,2,0,0
"446",57000,455,455,0,0,0,4,2,2,2,2,0,0
"447",44000,590,590,0,0,0,4,2,2,2,2,3,0
"448",33458,500,99998,0,0,0,4,0,2,2,2,0,0
"449",14976,415,415,0,0,0,3,4,2,2,2,3,0
"450",18039,422,422,0,0,0,3,2,2,2,2,0,0
"451",28000,525,525,0,0,0,3,4,2,2,2,0,0
"452",7260,839,145,0,0,0,1,4,2,2,2,0,0
"453",7032,142,142,0,0,0,3,4,2,2,2,3,0
"454",8172,164,164,0,0,0,2,4,2,2,2,3,3
"455",7044,136,136,0,0,0,3,4,2,2,2,0,0
"456",17000,315,315,0,0,0,1,4,2,2,2,0,0
"457",4000,348,80,0,0,0,1,4,2,2,2,3,0
