"","hhinc","X_30a","X_31b","X_26a","X_25c","X_32b","X_24a","cond_wall","cond_floor","cond_windows","cond_stairway","X_35a","X_38a"
"40",43300,495,NA,0,2,9,4,11,2,2,2,1,1
"41",30000,99999,NA,0,2,9,6,9,2,2,2,2,2
"42",999998,99999,NA,8,8,8,5,9,0,2,0,8,8
"43",22400,390,NA,0,2,9,6,13,2,2,2,1,2
"44",47000,750,NA,0,2,9,3,11,2,2,2,2,2
"45",999998,99999,NA,0,2,9,6,9,2,2,2,2,2
"46",30310,486,NA,0,2,4,4,13,2,2,2,2,2
"47",54000,99999,NA,0,2,9,6,9,2,2,2,2,1
"48",5000,450,NA,0,2,9,1,9,2,2,2,2,2
"49",32000,800,NA,0,2,9,5,9,2,2,2,2,2
"50",25000,900,NA,0,2,9,3,9,2,2,2,2,2
"51",50000,99999,NA,0,1,9,6,9,2,2,2,2,2
"52",999998,246,NA,0,2,4,4,13,2,2,2,1,2
"53",10960,99999,NA,0,1,9,6,9,2,2,2,2,2
"54",29200,99999,NA,0,2,9,6,9,2,2,2,2,2
"55",16000,99999,NA,0,2,9,4,9,2,2,2,2,1
"56",50000,99999,NA,0,2,9,6,9,2,2,2,2,2
"57",18432,99999,NA,0,2,9,6,9,0,2,0,2,2
"58",99000,540,NA,0,2,9,4,9,2,2,2,2,2
"59",999998,450,NA,0,2,8,3,9,2,2,2,8,8
"60",22000,496,NA,0,2,9,3,9,2,2,2,1,2
"61",16400,99999,NA,0,2,9,4,9,2,2,2,2,2
"62",999998,658,NA,0,2,9,4,13,2,2,2,1,2
"63",30836,408,NA,0,2,9,2,9,2,2,2,1,2
"64",12000,429,NA,0,2,9,3,9,2,2,2,2,2
"65",999998,153,NA,0,2,9,5,13,2,2,2,2,1
"66",49000,590,NA,0,1,9,3,11,2,2,2,1,1
"67",13212,235,NA,0,2,5,4,13,2,2,2,1,1
"68",999998,99998,NA,0,2,9,5,9,2,2,2,1,2
"69",4560,209,NA,0,2,9,4,9,2,2,2,2,1
"70",6060,355,NA,0,2,9,4,9,2,2,2,2,2
"71",21000,735,NA,0,2,9,4,9,2,2,2,2,2
"72",20900,700,NA,0,2,5,5,9,2,2,2,2,2
"73",80000,925,NA,0,2,9,5,9,0,2,2,2,2
"74",74000,1000,NA,0,2,9,6,9,2,2,2,1,1
"75",999998,99999,NA,0,2,9,8,9,2,2,2,2,2
"76",999998,99999,NA,0,2,9,6,9,2,2,2,2,2
"77",90000,99999,NA,0,2,9,6,9,2,2,2,2,2
"78",27000,635,NA,0,2,9,5,11,2,2,2,1,2
"79",18000,99999,NA,0,2,9,6,9,2,2,0,2,2
"80",23370,484,NA,0,1,9,4,9,2,2,2,2,2
"81",22250,99999,NA,0,2,9,4,9,0,2,0,2,2
"82",10512,428,NA,0,2,9,4,13,6,2,2,1,1
"83",54000,548,NA,0,2,9,5,9,2,2,2,2,2
"84",999998,720,NA,0,2,9,4,11,4,2,2,1,2
"85",12000,99999,NA,0,2,9,5,8,2,0,0,2,2
"86",13000,856,NA,0,2,9,4,11,2,2,2,2,2
"87",30000,438,NA,0,2,2,2,13,2,2,2,1,1
"88",61500,492,NA,0,2,9,3,9,0,2,0,2,2
"89",9000,99999,NA,0,2,9,4,9,2,2,2,2,2
"90",79000,99999,NA,0,2,9,6,9,2,2,2,2,2
"91",75060,99999,NA,0,2,9,5,9,2,2,0,2,2
"92",108000,99999,NA,0,2,9,8,9,2,2,2,2,2
"93",999998,700,NA,0,2,8,5,9,2,2,2,8,8
"94",23200,99999,NA,0,2,9,4,9,2,2,2,2,2
"95",18000,424,NA,0,1,5,3,11,2,2,2,1,1
"96",105000,650,NA,0,2,3,3,11,2,2,2,2,2
"97",26000,400,NA,0,2,9,1,9,2,2,2,2,2
"98",23000,507,NA,0,2,9,1,9,2,2,2,2,2
"99",28000,99999,NA,0,2,9,8,9,2,2,2,2,2
"100",999998,99999,NA,0,2,9,8,9,2,2,2,2,2
"101",39500,600,NA,0,2,2,5,9,2,2,2,1,2
"102",999998,650,NA,0,2,9,3,9,2,2,2,2,2
"103",999998,99999,NA,0,2,9,5,9,2,2,2,2,2
"104",27000,600,NA,0,2,9,4,9,2,2,2,2,2
"105",47000,400,NA,0,2,9,3,11,2,2,2,2,2
"106",54728,99999,NA,0,2,9,6,9,2,2,2,2,2
"107",999998,900,NA,0,2,9,6,9,2,2,2,2,2
"108",999998,503,NA,0,2,8,1,9,2,2,2,8,8
"109",9150,575,NA,0,2,9,4,9,2,2,2,2,2
"110",70000,99999,NA,0,2,9,6,9,2,2,0,2,1
"111",28000,620,NA,0,2,9,1,11,2,2,2,1,2
"112",84000,99999,NA,0,2,9,6,9,2,2,2,1,2
"113",16400,500,NA,0,2,9,5,9,2,2,2,2,2
"114",999998,723,NA,0,2,8,3,9,2,2,2,8,8
"115",13000,99999,NA,0,2,9,6,9,2,2,2,2,2
"116",5000,750,NA,0,2,9,5,9,0,2,0,2,2
"117",999998,437,NA,0,2,8,1,9,2,2,2,8,8
"118",999998,99999,NA,0,8,8,8,9,2,2,2,8,8
"119",65000,440,NA,0,2,5,4,11,2,2,2,2,2
"120",999998,1200,NA,0,2,9,3,11,2,2,2,2,1
"121",999998,525,NA,0,2,9,4,9,2,2,2,2,2
"122",40000,400,NA,0,2,9,4,9,2,2,2,2,2
"123",999998,665,NA,0,2,9,4,9,2,2,2,2,2
"124",999998,490,NA,0,2,9,1,9,2,2,2,2,2
"125",21875,99999,NA,0,2,9,7,9,2,2,2,2,2
"126",999998,99998,NA,0,2,3,3,13,2,2,2,1,2
"127",11832,99999,NA,0,2,9,5,9,2,2,2,2,2
"128",999998,400,NA,0,2,3,3,9,2,2,2,2,2
"129",63000,1200,NA,0,2,9,4,9,2,2,2,2,1
"130",999998,99999,NA,0,2,9,6,9,2,2,2,2,2
"131",5200,310,NA,0,2,2,3,9,2,2,2,2,1
"132",999998,99999,NA,0,8,8,8,9,2,2,2,8,8
"133",23712,99999,NA,0,2,9,6,9,2,2,2,2,2
"134",999998,99999,NA,0,8,8,3,9,2,2,2,8,8
"135",999998,800,NA,0,2,9,4,9,2,2,2,2,2
"136",4152,350,NA,0,2,9,3,9,2,2,2,1,1
"137",999998,99999,NA,0,2,9,6,9,2,2,2,2,2
"138",35000,605,NA,0,2,9,2,9,2,2,2,2,2
"139",49000,635,NA,0,2,9,4,9,2,2,2,2,2
"140",52000,99999,NA,0,2,9,5,9,2,2,2,2,2
"141",5600,319,NA,0,2,9,3,9,2,2,2,2,2
"142",999998,99999,NA,0,2,9,4,9,2,2,2,1,2
"143",999998,369,NA,0,2,9,4,9,2,2,2,2,2
"144",49100,369,NA,0,1,2,3,13,2,2,2,1,1
"145",85000,1000,NA,0,1,9,5,9,2,2,2,2,1
"146",36000,416,NA,0,2,9,3,11,2,2,2,1,1
"147",10800,185,NA,0,2,9,5,9,2,2,2,2,2
"148",75000,99999,NA,0,2,9,3,9,2,2,2,2,2
"149",14828,99999,NA,0,2,9,3,9,2,2,2,2,2
"150",46200,800,NA,0,2,9,5,9,2,2,2,2,2
"151",6792,338,NA,0,2,9,3,9,2,2,2,2,2
"152",57400,99999,NA,0,2,9,3,9,2,2,2,2,2
"153",999998,316,NA,0,2,9,2,9,2,2,2,2,1
"154",48000,99999,NA,0,2,9,5,9,2,2,2,2,2
"155",61000,99999,NA,0,2,9,6,9,2,2,2,2,2
"156",9600,310,NA,1,9,9,1,9,2,2,2,2,1
"157",9600,99999,NA,0,2,9,8,9,2,2,2,2,2
"158",16032,1000,NA,0,2,9,5,11,2,2,2,1,1
"159",90000,825,NA,0,2,9,3,9,2,2,2,2,2
"160",999998,487,NA,0,2,9,3,13,2,2,2,2,1
"161",999998,99999,NA,0,2,9,6,9,2,2,2,2,2
"162",38000,844,NA,0,2,9,5,13,2,2,2,1,2
"163",6200,191,NA,2,9,9,1,9,2,2,2,2,2
"164",32000,430,NA,0,2,3,3,13,2,2,2,1,1
"165",6824,417,NA,0,2,9,3,13,2,2,2,1,2
"166",999998,99998,NA,0,8,8,3,9,2,2,2,2,8
"167",9060,99999,NA,0,2,9,5,9,2,2,2,2,2
"168",25000,580,NA,0,2,9,3,9,2,2,2,2,1
"169",45000,500,NA,0,2,9,5,9,2,2,0,2,2
"170",999998,1300,NA,0,2,2,2,9,2,2,2,2,2
"171",40400,650,NA,0,2,3,6,9,2,2,2,2,2
"172",30000,700,NA,0,2,9,3,9,2,2,2,2,2
"173",9120,170,NA,0,2,9,2,13,2,2,2,2,1
"174",28600,385,NA,0,2,4,3,11,2,2,2,1,2
"175",999998,501,NA,0,8,8,3,9,2,2,0,8,8
"176",111501,1300,NA,0,2,9,2,9,2,2,2,1,2
"177",35100,99999,NA,0,2,9,5,8,0,0,0,2,2
"178",30000,99999,NA,0,1,9,3,9,2,2,2,2,2
"179",20000,99999,NA,0,2,9,5,9,2,2,2,2,2
"180",8544,375,NA,0,2,5,3,9,2,2,2,2,2
"181",60000,800,NA,0,2,9,6,9,2,2,2,2,2
"182",999998,99999,NA,0,2,8,5,9,2,2,2,8,8
"183",48400,99999,NA,0,2,9,5,9,2,2,2,2,1
"184",999998,200,NA,0,2,9,5,9,2,2,0,2,2
"185",999998,450,NA,0,2,9,5,11,2,2,2,1,2
"186",999998,913,NA,0,2,9,2,9,2,2,2,2,2
"187",50500,99999,NA,0,2,2,3,9,2,2,2,2,2
"188",999998,99999,NA,0,2,9,5,11,2,2,2,2,2
"189",8500,310,NA,0,1,5,4,9,2,2,0,2,1
"190",999998,594,NA,0,2,9,2,11,2,2,2,2,2
"191",11940,572,NA,0,2,9,4,9,2,2,2,2,2
"192",8600,232,NA,0,2,5,5,9,8,2,4,1,1
"193",51000,450,NA,0,2,3,7,11,2,2,0,2,1
"194",37900,99999,NA,0,2,9,8,9,2,2,2,2,2
"195",70000,519,NA,0,2,9,3,9,2,2,2,2,2
"196",28160,425,NA,0,2,2,3,3,2,2,2,1,2
"197",24000,99999,NA,0,2,9,2,9,2,2,2,2,2
"198",73250,99999,NA,0,2,9,6,11,2,2,2,2,2
"199",94000,850,NA,0,2,9,4,13,2,2,2,2,2
"200",999998,99999,NA,0,2,9,5,9,2,2,2,2,2
"201",35000,99999,NA,0,2,9,8,9,2,2,2,2,2
"202",35000,99999,NA,0,2,9,8,9,2,2,2,1,2
"203",82000,550,NA,0,2,9,4,9,2,2,2,2,2
"204",62500,99999,NA,0,2,9,2,9,2,2,0,2,2
"205",46000,572,NA,0,2,2,3,13,2,2,2,2,2
"206",22932,99999,NA,0,2,9,6,9,2,2,2,2,2
"207",4800,519,NA,0,9,5,2,9,2,2,2,1,2
"208",4825,101,NA,0,2,9,2,9,2,2,2,2,2
"209",999998,709,NA,0,1,9,4,9,2,2,2,2,2
"210",999998,559,NA,0,2,9,4,9,0,2,2,2,2
"211",10605,200,NA,0,2,9,4,9,2,2,2,2,2
"212",16600,306,NA,0,2,9,2,9,2,2,2,1,1
"213",15600,650,NA,0,2,9,4,9,2,2,2,2,1
"214",42600,780,NA,0,2,3,4,11,2,2,2,1,2
"215",30000,350,NA,0,2,9,3,13,2,2,2,1,1
"216",10000,320,NA,0,2,9,4,9,2,2,2,2,2
"217",9000,134,NA,0,2,9,3,9,2,2,2,2,2
"218",999999,1725,NA,0,2,9,3,9,2,2,2,2,2
"219",999998,99999,NA,0,2,9,3,9,2,2,0,2,2
"220",26000,750,NA,0,2,9,3,9,2,2,2,2,2
"221",29900,583,NA,0,2,9,4,9,2,2,2,1,2
"222",999998,99999,NA,0,2,9,3,9,2,2,2,2,2
"223",34000,1510,NA,0,2,2,3,11,2,2,0,2,1
"224",80500,765,NA,0,2,9,4,9,0,2,0,2,2
"225",999998,99999,NA,0,8,8,3,9,2,2,2,8,8
"226",25200,99999,NA,0,2,9,6,9,2,2,2,2,2
"227",55000,1050,NA,0,2,9,1,9,2,2,0,2,1
"228",12672,400,NA,0,2,9,5,9,2,2,2,1,2
"229",5700,300,NA,0,2,9,5,9,2,2,2,2,1
"230",13200,385,NA,0,2,9,3,11,2,2,2,2,1
"231",999998,99999,NA,0,2,9,3,9,2,2,2,2,2
"232",10000,325,NA,0,1,5,4,13,2,2,2,1,1
"233",27700,484,NA,0,2,2,4,13,2,2,2,2,2
"234",40300,550,NA,0,2,9,4,11,2,2,2,2,2
"235",40000,99999,NA,0,2,9,5,13,2,2,2,1,1
"236",9660,99999,NA,0,1,9,6,9,2,2,2,2,2
"237",41000,399,NA,0,2,9,3,9,2,2,2,2,2
"238",103932,885,NA,0,2,9,1,9,2,2,2,2,2
"239",90000,99999,NA,0,2,9,3,9,2,2,2,2,2
"240",999998,99998,NA,0,2,8,3,9,2,2,2,8,8
"241",999999,400,NA,0,2,5,4,11,2,2,2,1,2
"242",54000,99999,NA,0,2,9,3,9,2,2,2,2,2
"243",74000,632,NA,0,2,5,5,13,2,2,2,1,1
"244",30000,757,NA,0,2,9,2,9,2,2,2,2,2
"245",999998,525,NA,0,2,9,1,9,2,2,2,2,1
"246",22000,99999,NA,8,2,9,5,9,2,2,2,2,2
"247",69167,1400,NA,0,2,9,4,9,2,2,2,2,2
"248",13000,99999,NA,0,2,9,3,9,2,2,2,2,2
"249",10000,450,NA,0,2,9,5,9,2,2,2,2,2
"250",78520,99999,NA,0,1,9,4,11,2,2,2,2,2
"251",55000,99999,NA,0,2,9,6,9,2,2,2,2,2
"252",9800,99999,NA,0,2,5,6,9,2,2,2,2,2
"253",1772,137,NA,0,2,9,4,9,2,2,2,2,1
"254",12780,340,NA,0,2,9,2,9,2,2,2,2,2
"255",999998,950,NA,0,2,8,5,9,2,2,2,8,8
"256",40000,500,NA,0,2,9,3,9,2,2,2,2,2
"257",20000,99999,NA,0,2,9,9,9,2,2,2,2,2
"258",3200,99998,NA,0,1,9,4,9,2,2,2,2,2
"259",36450,1295,NA,0,2,9,5,11,2,2,2,2,2
"260",70000,1159,NA,0,1,9,4,9,2,2,0,2,2
"261",999998,390,NA,0,2,8,4,9,2,2,2,8,8
"262",10365,321,NA,0,2,5,5,9,2,2,2,1,2
"263",999998,350,NA,0,2,8,3,9,2,2,2,8,8
"264",6000,240,NA,0,1,9,4,15,2,4,2,1,1
"265",999998,1087,NA,0,2,9,1,9,2,2,2,2,2
"266",999998,900,NA,0,2,9,5,9,2,2,2,1,2
"267",27650,508,NA,0,1,9,3,9,2,2,2,1,2
"268",32200,480,NA,0,2,9,3,11,2,2,2,2,1
"269",7296,600,NA,0,2,9,4,9,2,2,2,2,2
"270",9600,245,NA,0,2,9,4,9,2,2,2,2,2
"271",21200,99999,NA,0,2,3,3,11,2,2,2,1,2
"272",35000,545,NA,0,2,9,3,9,2,2,2,2,1
"273",6912,800,NA,0,2,9,5,9,2,2,2,1,2
"274",125001,99999,NA,0,2,9,4,9,0,2,0,2,1
"275",17000,450,NA,0,2,9,4,9,2,2,2,2,2
"276",5402,204,NA,0,1,5,5,13,2,2,2,1,1
"277",999998,925,NA,0,2,9,3,9,2,2,2,2,2
"278",21600,500,NA,0,2,9,3,9,2,2,2,2,2
"279",5616,500,NA,0,2,3,4,9,2,2,2,1,1
"280",80720,1050,NA,0,2,9,3,11,2,2,0,2,1
"281",39979,488,NA,0,2,9,5,9,2,2,2,2,2
"282",999998,99999,NA,0,2,9,6,9,2,2,2,2,2
"283",999998,800,NA,0,2,8,5,9,0,2,0,8,8
"284",40000,409,NA,0,1,5,3,11,2,2,2,1,2
"285",999998,608,NA,0,2,8,6,9,2,2,2,8,8
"286",999998,99998,NA,8,8,8,9,9,2,2,2,8,8
"287",999998,759,NA,0,2,9,3,9,2,2,2,2,2
"288",5460,276,NA,0,2,9,3,11,4,2,2,1,1
"289",109000,500,NA,0,1,9,4,11,2,2,2,2,1
"290",121000,99999,NA,0,2,9,4,11,2,2,0,2,2
"291",5616,427,NA,0,2,5,4,9,2,2,2,1,1
"292",999998,99999,NA,0,2,9,1,9,2,2,2,2,2
"293",75000,99999,NA,0,1,2,3,9,2,2,2,1,2
"294",999998,540,NA,0,2,3,4,13,2,2,2,1,2
"295",36000,600,NA,0,2,3,5,9,2,2,2,2,1
"296",10200,340,NA,0,1,9,3,9,2,2,2,1,2
"297",35000,99999,NA,8,2,9,8,9,2,2,2,2,2
"298",999998,99999,NA,0,1,2,8,9,2,2,2,2,2
"299",36800,735,NA,0,2,9,4,9,2,2,2,2,1
"300",9432,391,NA,0,2,9,5,11,2,2,2,1,2
"301",16060,160,NA,0,2,9,5,9,2,2,2,2,2
"302",40000,700,NA,0,2,9,6,11,2,2,2,1,2
"303",20800,400,NA,0,2,9,5,9,2,2,2,1,2
"304",10960,122,NA,0,2,9,5,13,2,2,2,2,1
"305",999998,99999,NA,0,2,8,4,9,2,2,2,2,2
"306",999998,99999,NA,0,2,9,5,9,0,2,2,2,2
"307",6096,98,NA,0,2,9,3,13,2,2,2,1,1
"308",29000,500,NA,0,2,2,6,9,0,2,2,2,2
"309",7160,178,NA,0,1,9,3,9,2,2,2,2,2
"310",999998,250,NA,0,2,9,3,9,2,2,2,2,2
"311",999998,99999,NA,0,2,9,7,9,2,2,2,2,2
"312",17966,358,NA,0,2,5,5,9,2,2,2,1,2
"313",20040,600,NA,0,2,9,2,9,2,2,2,2,2
"314",999998,99999,NA,0,2,9,7,9,2,2,2,2,2
"315",53500,99999,NA,0,1,9,5,11,2,2,2,2,2
"316",130000,498,NA,0,2,3,4,11,2,2,2,1,1
"317",24000,400,NA,0,2,9,4,9,2,2,2,2,2
"318",999998,365,NA,0,2,9,4,9,2,2,2,1,2
"319",12000,520,NA,0,2,9,3,9,2,2,2,2,2
"320",999998,800,NA,0,2,9,4,11,2,2,2,1,2
"321",45000,99999,NA,0,2,9,4,9,2,2,2,1,2
"322",18000,1000,NA,0,2,9,3,11,2,2,2,1,2
"323",16800,99999,NA,0,2,9,5,9,2,2,0,1,2
"324",999998,99998,NA,0,2,9,3,9,2,2,2,2,8
"325",999998,125,NA,0,2,9,3,9,2,2,2,1,2
"326",50000,500,NA,0,2,3,1,9,0,2,2,2,2
"327",15000,220,NA,0,2,9,3,9,2,2,2,2,2
"328",18000,99999,NA,0,2,9,2,9,2,2,2,2,2
"329",20000,99999,NA,0,2,9,3,9,2,2,2,2,2
"330",65000,99999,NA,0,2,9,8,9,2,2,2,2,2
"331",999998,133,NA,0,2,3,3,9,2,2,2,2,1
"332",13260,431,NA,0,2,9,5,9,2,2,2,2,2
"333",50000,99999,NA,0,2,2,8,13,2,2,2,2,1
"334",17200,99999,NA,0,2,4,3,11,2,2,2,2,2
"335",999998,99999,NA,0,8,8,9,9,2,2,2,8,8
"336",999998,99999,NA,0,2,9,7,9,2,2,2,2,2
"337",5676,98,NA,0,2,9,2,9,2,2,2,1,2
"338",44000,730,NA,0,1,9,4,13,2,2,0,2,2
"339",25000,550,NA,2,2,4,1,13,2,2,2,2,1
"340",13000,198,NA,1,2,5,4,11,2,2,2,1,2
"341",15840,580,NA,0,2,9,5,9,2,2,2,2,2
"342",12400,172,NA,0,2,9,5,9,2,2,2,1,2
"343",999998,150,NA,0,1,9,4,13,2,2,2,1,1
"344",999998,85,NA,0,2,9,3,9,2,2,2,2,2
"345",7200,425,NA,0,1,9,3,9,2,2,0,1,2
"346",45333,99999,NA,0,2,9,6,9,2,2,2,2,2
"347",999998,609,NA,0,1,9,5,9,2,2,2,1,2
"348",27264,900,NA,0,2,9,4,9,2,2,2,2,2
"349",70500,764,NA,0,2,5,1,11,2,2,2,1,2
"350",35000,700,NA,0,2,9,4,9,2,2,2,1,2
"351",32000,267,NA,0,2,5,3,13,2,4,2,1,1
"352",6408,349,NA,0,2,5,5,9,2,2,2,1,1
"353",6800,456,NA,0,2,9,4,9,2,2,0,2,2
"354",40500,109,NA,0,2,9,3,9,2,2,2,2,2
"355",13600,99999,NA,0,2,9,5,9,2,2,2,2,2
"356",999998,70,NA,0,2,8,3,9,2,2,2,8,8
"357",999998,100,NA,0,1,9,3,9,2,2,2,2,2
"358",107000,99999,NA,0,2,9,5,9,2,2,2,2,2
"359",1560,250,NA,0,2,9,3,13,2,2,2,2,1
"360",5184,182,NA,0,2,9,3,9,2,2,2,1,1
"361",26400,246,NA,0,2,5,4,9,2,2,2,1,2
"362",46000,650,NA,0,2,9,5,9,2,2,2,2,2
"363",24500,99999,NA,0,2,9,4,9,2,2,2,2,2
"364",999998,131,NA,0,2,3,4,11,2,2,2,1,2
"365",30000,450,NA,0,2,9,4,9,0,2,0,1,2
"366",48000,700,NA,0,2,9,4,11,2,2,2,2,2
"367",33090,525,NA,0,2,9,3,9,2,2,2,2,2
"368",48200,99999,NA,0,2,9,4,9,2,2,2,2,2
"369",5900,870,NA,0,2,9,2,9,2,2,2,2,2
"370",999998,286,NA,0,2,8,2,9,2,2,2,8,8
"371",82000,715,NA,0,2,9,4,11,0,4,2,2,2
"372",13900,345,NA,0,2,3,4,9,2,2,2,2,1
"373",7800,315,NA,0,1,9,4,11,2,2,2,2,2
"374",85000,800,NA,0,2,9,5,9,2,2,2,2,2
"375",55810,99999,NA,0,2,8,6,9,2,2,2,2,2
"376",2543,550,NA,0,2,9,4,13,2,2,2,1,1
"377",1200,80,NA,0,2,9,6,9,2,2,2,2,2
"378",999998,99999,NA,0,2,9,7,9,2,2,2,2,2
"379",7728,270,NA,0,1,9,4,1,2,2,2,1,2
"380",4800,150,NA,0,1,5,4,7,4,4,2,1,2
"381",999998,100,NA,0,2,5,3,13,2,2,2,1,1
"382",11796,244,NA,0,2,9,5,1,2,2,2,1,1
"383",11876,193,NA,0,2,9,3,13,2,2,2,1,1
"384",46000,1800,NA,0,2,9,2,9,2,2,2,2,2
"385",5800,138,NA,0,2,9,3,9,2,2,2,2,2
"386",999998,675,NA,0,2,2,4,9,2,2,2,2,2
"387",999998,750,NA,0,2,9,5,9,2,2,2,2,2
"388",10680,99999,NA,0,2,9,4,9,2,2,2,2,2
"389",56880,99999,NA,0,2,9,6,9,2,2,2,2,2
"390",999998,99999,NA,0,2,9,6,9,2,2,2,2,2
"391",1350,875,NA,0,2,9,4,9,2,2,2,2,2
"392",77000,99999,NA,0,2,9,6,9,2,2,2,2,2
"393",22560,99999,NA,0,2,9,6,9,2,2,2,2,2
"394",19580,563,NA,0,1,5,4,13,2,2,2,1,1
"395",22100,441,NA,0,2,9,5,13,2,2,2,1,1
"396",999999,99999,NA,0,2,9,5,9,2,2,2,2,2
"397",32100,750,NA,0,2,9,7,11,2,2,2,1,2
"398",10800,500,NA,0,2,3,4,11,2,2,2,2,2
"399",8556,300,NA,0,1,9,5,9,2,2,2,2,2
"400",999998,99999,NA,0,2,9,6,9,2,2,2,2,2
"401",24469,456,NA,0,2,2,4,9,2,2,2,1,2
"402",999998,99999,NA,0,2,5,6,9,2,2,2,1,2
"403",30000,349,NA,0,2,9,4,9,2,2,2,2,2
"404",3288,137,NA,0,2,9,4,9,2,2,2,2,1
"405",999998,280,NA,0,2,8,4,9,2,2,2,8,8
"406",8224,779,NA,0,2,9,4,11,2,2,2,1,1
"407",27000,550,NA,0,2,9,4,9,2,2,2,2,2
"408",31600,433,NA,0,2,9,4,9,2,2,2,2,2
"409",5040,76,NA,0,2,9,4,11,2,2,2,2,2
"410",49000,99999,NA,0,2,9,4,9,2,2,2,2,1
"411",14000,495,NA,0,2,9,2,9,2,2,2,1,2
"412",44610,550,NA,0,2,9,6,9,2,2,2,1,2
"413",7426,250,NA,0,1,3,1,7,2,4,4,1,1
"414",999998,196,NA,0,2,9,3,9,2,2,2,2,2
"415",9648,406,NA,0,2,3,4,11,2,2,2,1,2
"416",20400,99999,NA,0,2,9,6,9,2,2,2,2,2
"417",999998,500,NA,0,2,9,3,9,2,2,2,2,1
"418",68050,99999,NA,0,1,9,4,11,2,2,2,2,1
"419",60000,99999,NA,0,2,9,6,9,2,2,2,2,2
"420",24000,619,NA,0,1,4,5,11,2,2,2,1,1
"421",40000,1000,NA,0,2,9,5,9,0,2,2,2,2
"422",999998,99998,NA,0,2,9,3,9,0,2,2,2,2
"423",7880,320,NA,0,2,8,4,9,2,2,2,2,1
"424",25365,575,NA,0,2,9,3,9,2,2,2,1,2
"425",999998,375,NA,0,2,9,3,9,2,2,2,2,2
"426",20000,830,NA,0,2,9,4,9,0,0,0,1,1
"427",999998,99999,NA,0,2,9,8,9,2,2,2,1,2
"428",43560,99999,NA,0,2,9,6,9,2,2,2,2,2
"429",28000,281,NA,0,2,8,4,9,2,2,2,2,1
"430",90000,99999,NA,0,2,9,7,9,2,2,2,2,2
"431",4500,99999,NA,0,2,9,6,9,2,2,2,2,2
"432",11040,420,NA,0,2,9,2,9,2,2,2,2,2
"433",999998,99999,NA,0,8,8,3,9,2,2,2,8,8
"434",999998,157,NA,0,2,8,4,9,2,2,2,8,8
"435",26910,99999,NA,0,2,9,5,9,2,2,0,2,2
"436",7200,525,NA,0,1,5,4,13,2,2,2,1,1
"437",23400,475,NA,0,2,9,4,9,2,2,2,2,1
"438",999998,99999,NA,0,2,9,9,9,2,2,2,2,2
"439",28000,99999,NA,0,2,9,6,9,2,2,2,1,2
"440",5816,345,NA,0,1,9,3,9,2,2,2,2,2
"441",4516,312,NA,0,2,9,5,13,2,2,2,1,1
