"","hhinc","X_30a","X_31b","X_26a","X_25c","X_32b","X_24a","cond_wall","cond_floor","cond_windows","cond_stairway","X_35a","X_38a"
"1",95000,99999,99999,1,2,9,5,0,2,2,2,2,2
"2",21372,1075,85,1,2,9,4,0,2,2,2,2,2
"3",33000,1275,1275,1,2,9,4,0,2,2,2,2,1
"4",39655,944,944,1,2,9,5,2,2,2,2,2,2
"5",45952,99999,99999,1,2,9,5,0,2,2,2,1,8
"6",16239,945,223,1,1,9,2,0,2,2,2,1,2
"7",24000,600,600,1,2,9,5,0,0,2,2,2,2
"8",60000,1500,1500,1,2,9,2,0,2,2,2,2,2
"9",12000,600,600,1,8,9,4,0,2,2,2,2,2
"10",10050,1600,800,1,2,5,6,2,2,2,2,1,2
"11",25000,800,800,1,2,9,2,0,2,2,2,2,2
"12",659,1415,250,2,2,5,5,4,2,2,2,1,1
"13",20756,99999,99999,1,1,5,6,2,2,2,2,2,2
"14",43000,1300,1300,1,2,9,1,0,2,2,2,2,2
"15",40000,1100,1100,1,2,9,2,0,2,2,2,1,2
"16",81200,2530,1289,1,2,9,5,0,2,2,2,1,2
"17",49400,1600,99998,1,2,9,3,0,2,2,2,2,2
"18",30360,400,400,1,2,9,4,0,2,2,2,1,2
"19",35080,1003,99998,1,2,8,3,0,2,2,2,8,8
"20",87000,1800,1800,1,2,9,5,0,2,2,2,2,2
"21",9500,1180,236,1,2,9,3,0,2,2,2,2,2
"22",24100,1300,450,1,1,9,3,0,2,2,2,2,2
"23",25760,1600,890,1,2,9,5,2,2,2,2,2,2
"24",36400,1625,1625,1,2,8,3,0,2,2,2,8,8
"25",35700,99999,99999,1,2,9,3,0,2,2,2,2,2
"26",31812,900,900,1,2,9,4,0,2,2,2,1,1
"27",19332,1000,1000,1,2,9,3,0,2,2,2,2,2
"28",16400,1130,1130,2,1,5,2,2,2,2,2,1,2
"29",52392,451,99998,1,2,9,4,0,2,2,2,2,2
"30",56080,571,571,1,2,9,4,4,2,2,2,1,1
"31",149000,1052,1052,1,2,9,6,0,2,2,2,2,2
"32",22160,1200,480,1,2,9,3,0,2,2,2,2,1
"33",19248,1200,480,1,2,9,3,0,2,2,2,2,2
"34",8520,1234,385,1,2,5,3,4,2,2,2,1,1
"35",30040,1200,99998,1,2,8,3,0,2,2,2,8,8
"36",9600,1180,236,1,2,9,3,0,2,2,2,2,2
"37",1200,1182,170,1,2,9,3,0,2,2,2,1,2
"38",10632,256,256,1,2,5,6,4,2,2,2,1,1
"39",23340,442,442,1,1,5,4,2,2,2,2,2,2
"40",18792,250,250,1,2,5,5,0,2,2,2,1,2
"41",14064,500,500,1,2,9,2,0,2,2,2,1,2
"42",50000,900,900,1,2,9,3,0,2,2,2,2,2
"43",29232,500,500,1,2,9,3,0,2,2,2,2,2
"44",9864,1014,236,1,2,9,1,0,2,2,2,2,2
"45",1250,1234,385,1,1,9,1,0,2,2,2,2,2
"46",9864,1290,236,1,2,9,1,0,2,2,2,2,2
"47",19896,762,281,1,2,9,1,0,2,2,2,1,2
"48",42152,715,715,1,2,9,3,0,2,2,2,2,2
"49",32000,800,800,1,2,9,2,4,2,2,2,2,2
"50",23000,635,635,1,2,9,3,0,2,2,2,2,2
"51",30000,715,715,1,2,9,2,2,2,2,2,2,2
"52",81500,715,715,1,2,8,5,0,0,2,2,8,8
"53",36600,1300,1300,1,2,9,4,2,2,2,2,1,1
"54",52000,1610,1610,1,2,9,3,0,2,2,2,2,2
"55",16800,99999,99999,1,2,8,3,0,2,2,2,2,2
"56",884,99999,99999,1,2,5,4,2,2,2,2,1,2
"57",1943,99999,99999,1,1,9,6,0,2,2,2,2,2
"58",1942,99999,99999,1,1,9,6,0,2,2,2,2,2
"59",9000,1217,1217,1,2,9,2,0,2,2,0,2,2
"60",29400,1300,99998,1,2,9,4,0,2,2,2,1,2
"61",500,1300,99998,1,2,9,4,0,2,2,2,1,2
"62",3840,2000,99998,1,2,9,5,0,2,2,2,2,2
"63",13440,99999,99999,1,2,9,3,0,2,2,2,2,2
"64",12120,160,160,1,2,9,3,0,2,2,2,2,2
"65",66000,1200,1200,1,2,9,5,0,2,2,2,2,2
"66",72000,1200,1200,1,2,9,5,0,0,2,2,2,2
"67",6000,99999,99999,1,2,9,5,0,0,2,2,1,2
"68",16000,680,680,2,2,9,1,0,2,2,2,2,2
"69",80000,1200,1200,2,2,9,5,0,0,2,2,2,2
"70",19000,1600,450,1,2,9,3,2,2,2,2,1,1
"71",19440,2240,540,1,1,5,4,4,2,2,2,1,1
"72",9600,1500,215,1,2,9,1,0,2,2,2,1,1
"73",26600,1100,1100,1,2,9,2,0,2,2,2,1,2
"74",82000,1200,1200,1,2,9,4,2,2,2,2,1,2
"75",33300,1100,1100,1,2,9,3,0,2,2,2,2,2
"76",97300,99999,99999,1,2,9,6,0,2,2,2,2,2
"77",1943,99999,99999,1,2,9,3,0,2,2,2,2,2
"78",54000,880,880,1,2,9,2,0,2,2,2,2,2
"79",3500,263,0,1,2,9,3,0,2,2,2,1,2
"80",10436,782,391,1,2,9,2,0,2,2,2,2,2
"81",6000,400,220,1,1,9,3,0,2,2,2,1,2
"82",9864,1060,65,1,2,9,3,2,2,2,2,2,2
"83",11040,1233,182,1,1,2,4,0,2,2,2,1,1
"84",13104,415,415,1,2,9,3,0,2,2,2,2,2
"85",22860,1222,1222,1,2,9,4,0,2,2,2,2,2
"86",47044,1082,1082,1,2,9,3,0,2,2,0,2,2
"87",20000,1216,1216,1,2,9,4,0,2,2,0,2,2
"88",62860,325,325,1,2,9,3,2,2,2,2,1,2
"89",15200,420,420,1,2,9,5,0,2,2,2,2,2
"90",9876,350,350,1,2,5,3,0,2,2,2,2,1
"91",32760,1100,1100,1,2,9,4,0,2,2,2,2,2
"92",1388,420,420,1,2,5,4,0,2,2,2,1,2
"93",29000,144,144,1,2,4,5,0,2,2,2,1,1
"94",32152,1250,1250,1,2,5,3,0,2,2,2,2,1
"95",116000,1200,1200,1,2,9,3,0,2,2,2,2,2
"96",35000,862,862,1,2,9,2,0,2,2,2,2,2
"97",34459,1172,134,1,2,9,4,0,2,2,2,2,2
"98",70000,870,870,1,2,9,2,0,2,2,2,2,2
"99",39768,765,765,1,2,9,3,0,2,2,2,2,2
"100",9912,1300,136,1,2,9,2,0,2,2,2,2,2
"101",48160,1275,200,1,2,9,4,0,2,2,0,2,2
"102",89306,1800,1543,1,2,5,5,0,2,2,2,1,2
"103",9600,408,408,1,2,9,3,0,2,2,2,2,2
"104",19000,99999,99999,1,2,2,2,0,2,2,2,2,2
"105",50200,933,933,1,2,9,5,0,2,2,2,1,1
"106",14820,1300,198,1,2,9,3,0,2,2,2,2,2
"107",9060,900,161,1,2,9,3,0,2,2,2,1,2
"108",9720,1300,198,1,2,9,3,0,2,2,2,2,2
"109",8702,250,250,1,2,5,1,2,2,2,2,1,2
"110",38042,860,860,1,2,9,1,0,2,2,2,2,2
"111",16788,300,300,1,1,5,3,2,2,2,2,1,2
"112",15800,505,231,1,2,9,4,0,2,2,2,2,2
"113",21000,740,740,1,2,9,3,0,2,2,2,2,2
"114",68600,990,990,1,2,9,3,4,2,2,2,1,2
"115",62000,1100,1100,1,2,9,3,0,2,2,2,1,2
"116",37050,725,725,1,2,9,3,0,2,2,2,2,2
"117",9600,900,215,1,2,5,1,2,2,2,2,1,1
"118",9999999,1599,224,1,2,9,4,0,2,2,2,1,1
"119",12225,1900,700,1,2,9,5,0,2,2,2,8,8
"120",22800,2800,377,1,2,3,6,0,2,2,2,1,1
"121",388,99999,99999,1,2,9,3,0,2,2,2,2,2
"122",40000,1005,1005,1,2,4,3,0,2,2,2,1,2
"123",60000,1100,1100,1,2,9,3,0,2,2,2,1,2
"124",95000,1100,1100,1,2,4,4,0,2,2,2,2,1
"125",90000,1100,1100,1,2,9,4,0,2,2,2,2,1
"126",25656,647,647,1,2,9,3,0,2,2,2,2,2
"127",33600,2000,496,1,2,9,3,0,2,2,2,2,2
"128",16500,1100,211,1,2,9,3,2,2,2,2,2,2
"129",9999999,200,200,1,2,9,4,2,2,2,2,2,2
"130",26640,361,361,1,1,5,4,4,2,2,2,1,1
"131",81850,1000,1000,1,2,3,3,2,2,2,2,1,1
"132",19400,304,304,1,2,8,5,4,2,2,2,2,1
"133",95040,1230,1230,1,2,9,4,2,2,2,2,1,2
"134",10941,549,473,1,2,9,4,0,2,2,2,1,1
"135",5880,450,225,1,1,5,5,4,2,2,2,1,1
"136",9000,400,400,1,2,9,2,0,0,0,0,2,2
"137",15000,256,256,1,2,5,3,4,2,2,2,1,2
"138",75854,1022,1022,1,2,2,6,4,2,2,2,1,1
"139",12384,239,239,1,1,5,4,0,2,2,2,2,1
"140",1200,576,576,1,2,9,4,2,2,2,0,2,1
"141",9072,245,245,1,2,9,6,0,2,2,0,1,2
"142",25000,1400,1400,1,2,8,6,4,2,2,2,8,8
"143",22860,1000,400,1,2,9,3,0,2,2,2,1,2
"144",11424,950,214,1,2,9,3,0,2,2,2,2,2
"145",15264,715,715,1,2,9,3,0,2,2,2,2,2
"146",-35700,430,430,1,2,9,3,0,2,2,2,2,2
"147",44350,1250,700,1,2,9,3,0,2,2,2,2,2
"148",9600,1100,720,1,2,9,3,0,2,2,2,2,2
"149",798,1128,121,1,2,9,3,0,2,2,2,2,2
"150",45239,1251,473,1,2,9,3,0,2,2,2,2,2
"151",55400,861,861,1,2,9,2,0,2,2,2,2,2
"152",8000,954,0,1,2,9,3,4,2,2,2,2,1
"153",1200,769,0,1,1,9,2,0,2,2,2,2,2
"154",8400,950,155,1,2,9,3,4,0,0,0,1,2
"155",6000,400,0,1,2,9,5,0,2,2,2,1,2
"156",5052,356,356,1,2,9,4,0,2,2,2,2,2
"157",76000,1340,1340,1,1,5,3,2,2,2,2,2,2
"158",20000,546,546,1,2,9,4,2,2,2,2,2,2
"159",16920,549,473,1,2,5,3,4,2,2,2,1,1
"160",8820,1800,182,1,2,9,4,0,2,2,2,1,2
"161",29120,520,520,1,2,9,5,4,2,2,2,2,1
"162",30000,250,250,1,2,9,4,4,2,2,2,2,2
"163",20120,300,300,1,2,9,4,4,2,2,2,1,2
"164",9768,242,242,1,2,9,2,2,2,2,2,1,1
"165",10116,259,259,1,2,9,4,0,2,2,2,2,1
"166",1250,350,350,1,2,9,3,4,2,2,2,2,2
"167",8940,252,252,1,2,9,4,0,2,2,2,2,2
"168",37000,350,100,1,1,5,3,0,2,2,2,1,1
"169",16600,1200,400,1,2,9,4,0,2,2,2,2,2
"170",8000,356,356,1,1,9,5,2,2,2,2,1,2
"171",9999999,230,230,1,2,9,3,2,2,2,2,1,2
"172",31000,433,433,1,2,9,3,0,2,2,2,2,1
"173",49390,99999,99999,1,2,9,4,0,2,2,2,2,2
"174",8649,943,943,1,1,9,2,0,2,2,2,2,2
"175",60014,221,221,1,2,9,4,4,2,2,2,2,2
"176",10800,500,500,1,1,5,5,2,2,2,2,2,1
"177",27740,836,836,1,2,5,4,4,2,2,2,2,1
"178",8400,253,253,1,2,9,3,2,2,2,2,1,1
"179",13024,139,139,1,2,9,5,0,2,2,2,1,2
"180",74760,1325,1325,1,2,9,5,4,2,2,2,2,1
"181",20000,1350,1350,1,2,9,5,4,2,2,2,1,2
"182",28000,1026,1026,1,2,9,5,2,2,2,2,1,2
"183",10104,228,228,1,2,2,5,4,2,2,2,1,1
"184",9600,260,260,1,1,9,5,0,2,2,2,2,2
"185",43300,1209,1209,1,2,3,5,4,2,2,2,1,1
"186",9864,900,155,1,2,9,3,2,2,2,2,1,2
"187",20636,982,582,1,2,9,4,0,2,2,2,2,2
"188",14064,1350,1350,1,2,9,4,0,2,2,2,2,2
"189",36200,99999,99999,1,2,9,1,0,2,2,2,1,1
"190",22000,1100,167,1,2,9,5,0,2,2,2,2,2
"191",9060,1150,118,1,2,9,4,0,2,2,2,1,2
"192",8652,902,132,1,2,9,3,2,2,2,2,1,2
"193",24960,981,276,1,2,9,3,2,2,2,2,1,2
"194",55000,1000,220,1,1,9,3,0,2,2,2,2,2
"195",10814,1125,1125,1,2,5,4,4,2,2,2,1,1
"196",11900,99999,99999,1,2,9,7,0,0,2,0,2,2
"197",43200,99999,99999,1,2,9,5,0,0,2,0,2,2
"198",24000,99999,99999,1,2,9,3,0,0,2,0,2,2
"199",48850,99999,99999,1,2,9,6,0,2,2,0,2,2
"200",74200,900,900,1,2,8,5,0,2,2,2,8,8
"201",13000,600,600,1,2,8,3,0,2,2,2,8,8
"202",84444,2800,2800,1,2,5,8,6,4,4,2,1,1
"203",1800,400,400,1,2,9,3,2,2,2,2,1,2
"204",9999999,99999,99999,1,2,9,3,0,2,2,2,2,2
"205",76000,99999,99999,1,8,8,4,0,2,2,2,8,8
"206",12288,99999,99999,1,2,9,3,0,2,2,2,2,1
"207",53000,1050,0,1,2,8,3,0,2,2,2,8,8
"208",50000,1200,0,1,2,9,4,2,2,2,2,1,2
"209",16716,1200,0,1,2,9,4,2,2,2,2,1,2
"210",33000,1200,0,1,2,9,4,0,2,2,2,2,2
"211",18200,1200,1200,1,2,9,2,0,2,2,2,2,2
"212",24640,1200,1200,1,2,5,2,0,2,2,2,2,2
"213",20220,1200,0,1,2,8,1,0,2,0,2,8,8
"214",48800,1350,364,1,2,9,4,0,2,2,2,2,2
"215",29520,1135,453,1,2,9,4,0,2,2,2,2,2
"216",155280,930,930,1,2,9,4,0,2,2,2,2,2
"217",124500,375,375,1,2,9,1,2,2,2,2,1,1
"218",39960,1200,1200,1,1,5,4,0,2,2,2,1,2
"219",57768,99999,99999,1,2,9,5,2,2,2,2,2,1
"220",19800,99999,99999,1,2,8,3,2,2,2,2,2,2
"221",90096,99999,99999,1,2,9,4,0,2,2,2,8,8
"222",9440,300,300,1,2,9,3,2,2,2,2,2,2
"223",33000,810,810,1,2,9,3,0,2,2,2,1,1
"224",23000,613,613,1,2,5,3,4,2,2,2,1,1
"225",27560,1500,485,1,2,9,5,0,2,2,2,1,2
"226",81200,1600,448,1,2,9,4,0,2,2,2,2,2
"227",14750,1200,1200,1,2,9,4,0,2,2,2,1,2
"228",27239,900,900,1,2,9,3,0,2,2,2,2,2
"229",5184,1200,0,2,2,9,1,0,2,2,2,2,2
"230",12796,1200,0,2,2,9,1,0,2,2,2,2,2
"231",8520,99999,99999,2,9,9,1,0,2,2,2,1,2
"232",152658,99999,99999,1,2,9,7,0,2,2,2,2,2
"233",30600,1462,0,1,2,9,4,2,2,2,2,2,2
"234",58000,1100,221,1,2,8,4,0,2,2,2,8,8
"235",10400,1033,117,2,1,4,2,2,2,2,2,1,1
"236",9999999,99999,99999,1,2,9,4,0,0,2,2,2,2
"237",59000,99999,99999,1,2,8,4,0,2,2,2,8,8
"238",45500,800,800,1,2,9,6,0,2,2,2,1,2
"239",158300,99999,99999,1,2,9,8,0,2,2,2,1,2
"240",63000,1150,1150,1,2,9,3,0,2,2,2,2,2
"241",68680,1125,371,1,2,9,4,4,2,2,2,1,2
"242",9864,1000,1000,2,2,9,4,0,2,2,0,2,2
"243",31812,650,650,1,2,8,1,0,2,2,0,8,8
"244",3120,1570,1570,1,2,2,3,2,2,2,2,2,2
"245",65000,1490,1490,1,2,8,4,0,2,2,2,8,8
"246",52000,1875,1875,1,2,8,5,0,0,0,0,8,8
"247",67000,1050,1050,1,2,9,3,0,2,2,0,2,2
"248",124000,1500,1500,1,2,9,5,0,2,2,2,2,2
"249",112000,1050,1050,2,2,9,3,0,2,2,2,2,2
"250",26602,99999,99999,1,2,9,8,0,2,2,0,2,2
"251",14068,1850,650,1,2,5,6,8,0,0,0,1,1
"252",176600,1900,1900,2,2,9,5,4,2,2,2,1,2
"253",55000,1600,1600,2,1,5,5,6,2,2,2,1,2
"254",13000,904,404,1,2,8,2,0,2,2,0,8,8
"255",9999999,1250,250,1,1,2,4,0,2,2,2,2,1
"256",10000,675,675,1,2,8,2,0,2,2,0,8,8
"257",2300,99999,99999,2,2,9,5,0,2,2,0,2,2
"258",45000,1800,1800,1,2,9,8,0,2,2,2,2,2
"259",61300,1750,1750,1,2,9,3,0,2,2,2,2,2
"260",43000,1200,1200,1,2,9,3,0,2,2,2,2,2
"261",53000,1350,1350,1,2,9,4,0,2,2,2,2,2
"262",45000,1322,1322,1,2,9,3,0,2,2,2,2,2
"263",10000,99999,99999,1,2,9,4,0,2,2,2,2,2
"264",45900,1450,1450,1,2,8,4,0,0,2,0,8,8
"265",33000,1300,1300,1,2,9,4,0,2,2,2,1,2
"266",45000,775,775,1,2,9,4,0,0,2,2,2,2
"267",16084,198,198,1,2,3,2,2,2,2,2,1,1
"268",27500,763,763,1,2,9,5,0,2,2,2,2,2
"269",20000,1044,1044,1,2,9,1,2,2,2,2,2,2
"270",50000,1099,1099,1,2,9,2,2,2,2,2,2,2
"271",27000,1000,1000,1,1,9,4,4,2,2,2,1,1
"272",8796,222,222,1,2,9,3,0,2,2,2,1,2
"273",13400,450,450,1,2,9,3,0,2,2,2,2,1
"274",54000,1006,1006,1,1,9,4,0,2,2,2,2,2
"275",11496,512,174,1,2,2,3,0,2,2,2,2,2
"276",27503,790,381,1,2,9,2,0,2,2,2,2,2
"277",14352,790,381,1,2,9,3,0,2,2,2,1,1
"278",40000,1500,1500,1,1,3,3,2,2,2,4,1,1
"279",12400,1397,1397,1,2,2,2,2,2,2,2,1,1
"280",21743,1212,1212,1,2,9,1,2,2,2,4,1,1
"281",9999999,1275,1275,1,2,9,3,0,2,2,2,2,2
"282",42000,1050,1050,1,2,9,3,0,2,2,2,1,2
"283",230000,1400,1400,1,2,9,3,0,2,2,2,2,2
"284",9999999,1025,1025,1,2,8,3,0,2,2,2,8,8
"285",6668,400,400,1,1,3,2,0,2,2,2,1,2
"286",12000,213,213,1,2,9,2,2,2,2,2,2,2
"287",17000,213,213,1,2,9,1,0,2,2,2,1,2
"288",8760,219,219,1,2,9,2,0,2,2,2,2,2
"289",11515,408,408,1,2,9,2,0,0,2,2,2,2
"290",73084,99999,99999,1,2,9,6,0,2,2,2,1,2
"291",40000,1400,1400,1,2,9,4,0,2,2,2,2,1
"292",69972,1000,119,1,2,9,4,4,2,2,2,1,2
"293",37000,900,319,1,2,9,4,0,2,2,2,2,1
"294",63000,630,630,1,2,5,3,0,2,2,2,1,2
"295",11988,950,230,1,2,9,4,0,2,2,2,1,2
"296",17592,1150,0,1,2,5,3,0,2,2,2,2,2
"297",23060,1150,0,1,1,9,3,0,2,2,2,2,2
"298",1768,99999,99999,1,2,9,3,0,2,2,2,2,2
"299",38320,99999,99999,1,2,9,2,0,2,0,2,2,2
"300",105000,1280,1280,1,2,9,4,0,2,2,2,2,2
"301",69500,1300,56,1,2,8,3,0,2,2,2,8,8
"302",16000,850,850,1,2,3,5,0,2,2,2,2,2
"303",23796,1182,287,1,2,9,4,0,2,2,2,1,1
"304",69000,520,520,1,2,9,5,2,2,2,2,1,1
"305",38000,600,600,1,1,9,3,2,2,2,2,2,2
"306",22908,642,642,1,1,9,4,0,2,2,2,1,2
"307",24000,449,449,1,1,9,5,2,2,2,2,1,1
"308",9600,1100,185,1,2,9,3,4,2,2,2,1,2
"309",12168,1000,186,1,1,9,2,2,2,2,2,2,1
"310",-27884,1000,217,1,2,9,2,0,2,2,2,1,2
"311",9400,1100,117,1,2,9,2,0,2,2,2,2,2
"312",29236,1700,1700,1,2,5,5,4,2,2,2,1,2
"313",84000,1350,1350,1,1,5,4,4,2,2,2,1,2
"314",29000,1070,1070,1,2,9,2,0,2,2,2,1,2
"315",33400,1100,1100,1,2,9,1,2,2,2,2,1,1
"316",160000,99999,99999,1,2,9,4,0,0,2,0,2,2
"317",38000,1400,1400,1,2,9,4,0,0,2,0,2,2
"318",8880,1500,370,1,2,9,4,0,2,2,2,2,2
"319",2100,408,408,1,2,5,4,0,2,2,2,1,2
"320",9180,1230,197,1,1,5,3,4,2,2,2,1,1
"321",25096,1975,577,1,2,9,5,0,2,2,2,2,2
"322",25400,1900,450,1,2,9,5,0,2,2,2,1,2
"323",758,1995,324,1,2,9,5,0,2,2,2,2,2
"324",22000,1975,1096,1,2,9,5,0,2,2,2,1,2
"325",45000,1300,1300,1,2,9,4,0,2,2,2,2,2
"326",30000,1108,1108,1,2,9,4,2,2,2,2,2,2
"327",45000,1000,1000,1,2,9,4,0,2,2,2,2,1
"328",16000,1175,123,1,2,9,3,0,2,2,2,2,1
"329",54000,1200,99998,1,2,9,5,2,2,2,2,1,1
"330",216000,99999,99999,2,2,9,1,0,2,2,2,2,2
"331",21600,99999,99999,1,2,9,4,0,2,2,2,2,2
"332",66400,1400,1400,1,2,9,3,0,2,2,2,2,2
"333",55000,700,700,1,2,9,1,0,2,2,2,2,2
"334",18000,723,723,1,2,2,3,0,2,2,2,1,1
"335",3600,400,400,1,2,9,4,2,2,2,2,2,1
"336",29500,400,400,1,2,5,4,2,2,2,0,2,1
"337",9160,900,215,1,2,9,1,0,2,2,2,1,2
"338",9060,1600,50,1,2,9,4,0,2,2,2,2,2
"339",28000,938,938,1,1,9,3,0,2,2,2,1,2
"340",10000,950,950,1,2,9,2,0,2,2,2,1,2
"341",9600,184,184,1,8,9,3,0,2,2,2,2,2
"342",11580,196,196,1,2,9,1,0,2,2,2,2,2
"343",8364,160,160,1,2,9,1,0,2,2,2,2,2
"344",80000,99999,99999,1,2,9,4,0,2,2,2,2,2
"345",110000,1025,1025,1,2,5,4,2,2,2,2,2,1
"346",8000,1200,220,1,2,9,4,0,2,2,2,2,2
"347",40000,800,800,1,2,9,2,0,0,2,2,2,2
"348",11124,300,0,1,2,9,2,0,2,2,2,1,2
"349",11100,1100,0,1,2,9,2,0,2,2,2,1,1
"350",10407,780,780,1,1,9,2,2,2,2,2,1,2
"351",16000,1556,124,1,2,5,3,4,2,2,2,1,2
"352",50180,950,712,1,2,9,4,0,2,2,2,2,2
"353",79600,642,642,1,2,9,4,0,2,2,2,2,1
"354",30000,781,781,1,2,9,3,0,2,2,2,2,2
"355",22100,1250,1250,1,2,9,3,0,2,2,2,2,2
"356",69780,1556,124,1,1,5,4,2,2,2,2,2,2
"357",115632,1014,863,1,2,9,4,0,2,2,2,2,2
"358",21743,900,900,1,2,8,3,0,2,2,2,8,8
"359",88000,1100,1100,1,2,9,2,0,2,2,2,2,2
"360",13200,459,459,1,2,9,3,4,2,2,2,1,1
"361",800,200,0,1,2,5,4,2,2,2,2,1,2
"362",26400,628,628,1,2,9,4,4,2,2,0,2,1
"363",35000,1584,1584,1,2,9,4,4,2,2,2,2,2
"364",22236,1200,400,1,2,9,2,0,2,2,2,2,2
"365",29528,381,381,1,2,9,3,0,2,2,2,2,2
"366",35000,850,850,1,2,8,4,0,2,2,2,8,8
"367",9999999,627,627,1,8,8,5,0,2,2,2,8,8
"368",111400,99999,99999,1,2,9,5,0,2,2,2,2,2
"369",52000,1300,1300,1,2,9,5,0,2,2,2,2,2
"370",9999999,99999,99999,1,2,5,2,0,2,2,2,2,2
"371",13200,400,0,1,2,9,4,2,2,2,2,2,2
"372",32600,256,150,1,1,9,3,0,2,2,2,1,1
"373",15540,310,310,1,2,9,3,0,2,2,2,2,2
"374",14000,900,900,1,2,9,3,0,2,2,2,2,1
"375",72300,99999,99999,1,2,9,6,0,2,2,2,1,1
"376",8400,678,300,1,2,9,5,0,2,2,2,1,2
"377",28000,1582,642,1,2,9,2,0,2,2,2,1,2
"378",24000,708,708,2,2,5,2,0,2,2,2,1,2
"379",40000,1000,1000,1,2,9,4,0,2,2,2,1,2
"380",37600,1425,825,1,2,9,4,0,2,2,2,2,2
"381",18660,1295,192,1,2,5,3,2,2,2,2,1,1
"382",700,1400,259,1,2,5,3,4,2,2,2,1,1
"383",26000,1600,942,1,2,8,4,0,2,2,2,8,8
"384",14600,99999,99999,1,2,9,1,0,2,2,2,2,2
"385",67000,1000,1000,1,2,9,3,2,2,2,2,2,2
"386",4500,1000,0,1,2,9,2,2,2,2,2,2,1
"387",65000,755,755,1,2,9,3,2,2,2,2,2,1
"388",23007,455,455,1,2,9,5,2,2,2,2,1,1
"389",28800,566,566,1,1,9,2,4,2,2,2,1,1
"390",50400,300,300,1,1,9,1,4,2,2,2,1,2
"391",27000,908,908,1,2,9,3,2,2,2,2,1,1
"392",17400,407,407,1,2,9,1,2,2,2,2,2,1
"393",44000,500,500,1,1,9,6,0,2,2,2,2,1
"394",8880,242,242,1,2,9,2,2,2,2,2,1,2
"395",16176,448,448,1,2,9,2,2,2,2,2,1,1
"396",120000,1700,1700,1,2,9,5,0,2,2,2,2,1
"397",6000,1200,188,1,2,9,4,4,2,2,2,1,1
"398",84500,1700,1700,1,2,9,5,4,2,2,2,1,1
"399",9900,1000,172,1,2,9,4,0,2,2,2,2,1
"400",11124,1000,172,1,2,9,3,0,2,2,0,2,2
"401",100000,1200,1200,1,2,9,3,0,2,2,2,2,2
"402",55000,99999,99999,1,2,9,4,0,0,2,0,2,2
"403",9600,986,248,1,2,9,3,0,2,2,2,2,2
"404",55000,1495,870,1,2,9,1,0,2,2,2,2,2
"405",62000,1580,860,1,2,9,4,0,2,2,2,2,2
"406",4804,1700,0,1,2,9,4,0,2,2,2,2,1
"407",34000,1414,1414,1,2,9,5,0,2,2,2,1,1
"408",9072,1050,99998,1,2,9,4,0,2,2,2,8,2
"409",38786,981,981,1,2,9,3,0,2,2,2,2,2
"410",9999999,1200,215,1,2,9,4,4,2,2,2,2,1
"411",48000,840,840,1,2,8,4,0,2,2,2,8,8
"412",27000,900,900,1,2,8,1,0,2,2,2,8,8
"413",8148,322,215,1,2,9,3,2,2,2,2,1,2
"414",45000,950,950,1,1,9,2,0,2,2,2,2,2
"415",45292,208,208,1,2,9,3,0,2,2,2,1,2
"416",7716,1665,165,1,2,9,3,0,2,2,2,1,2
"417",30000,771,771,1,2,9,2,0,2,2,2,2,2
"418",16800,950,260,1,2,9,2,0,2,2,2,1,2
"419",9600,1150,990,1,2,9,1,0,2,2,2,1,2
"420",1516,844,844,1,2,9,3,0,2,2,2,1,2
"421",43000,1618,1618,1,2,9,5,4,2,2,2,1,1
"422",40000,99999,99999,1,2,9,3,0,2,2,2,2,2
"423",76000,99999,99999,1,2,9,3,0,2,2,2,2,2
"424",45000,99999,99999,1,2,9,3,0,2,2,2,2,2
"425",16800,99999,99999,1,2,9,3,2,2,2,2,2,2
"426",92000,99999,99999,1,2,5,5,2,2,2,2,2,2
"427",84000,99999,99999,1,2,9,4,0,2,2,2,2,2
"428",130000,99999,99999,1,2,9,6,4,2,2,2,2,1
"429",63600,99999,99999,1,2,9,2,0,2,2,2,1,2
"430",205000,99999,99999,1,2,2,5,0,2,2,2,2,2
"431",29000,99999,99999,1,2,9,5,0,2,2,2,2,2
"432",40000,900,900,1,2,9,6,0,0,2,0,2,2
"433",38000,1300,1000,1,2,9,5,0,2,2,2,2,2
"434",128000,99999,99999,1,2,9,5,0,2,2,0,2,2
"435",44550,99999,99999,1,1,9,6,0,2,2,2,2,2
"436",65000,99999,99999,1,1,8,3,0,2,2,2,8,8
"437",137000,99999,99999,1,2,9,4,0,2,2,2,2,2
"438",43000,1600,1600,1,2,8,4,0,0,2,0,8,8
"439",163000,1510,1510,2,2,9,5,0,2,2,2,2,2
"440",130000,1101,1101,1,2,8,4,0,2,2,2,8,8
"441",35600,1050,1050,1,2,9,5,0,2,2,2,1,2
"442",17194,950,255,1,2,9,3,0,2,2,2,2,1
"443",14400,976,976,1,2,9,3,0,2,2,2,1,2
"444",20140,573,453,1,2,9,3,0,2,2,2,2,2
"445",67000,861,861,1,1,5,3,4,2,2,2,1,2
"446",9999999,2600,2600,1,2,9,5,0,2,2,2,2,2
"447",39328,1600,870,1,2,9,4,0,2,2,2,2,1
"448",9999999,1100,1100,1,1,9,2,0,2,2,2,2,2
"449",63800,1336,1336,1,2,9,3,0,2,2,2,1,2
